Date,Close,High,Low,Open,Volume
1999-01-01,7.06740140914917,7.110158241183194,7.045963384910466,7.098368025704257,2982656
1999-01-04,7.103133678436279,7.181739791977306,7.084077650911182,7.10908926858168,4163840
1999-01-05,7.236525058746338,7.238907061919574,7.017380766808652,7.093604868352196,6856960
1999-01-06,7.23176097869873,7.348240690698634,7.193648931380159,7.241288990528372,8738048
1999-01-07,7.458052158355713,7.571912038627168,7.217469811907341,7.217469811907341,9680384
1999-01-08,7.777238368988037,7.777238368988037,7.472342040892948,7.472342040892948,6855424
1999-01-11,7.717686653137207,7.920156827679388,7.677192036685302,7.848696184532795,7362304
1999-01-12,8.335105895996094,8.335105895996094,7.646230071033543,7.68196070235572,6443008
1999-01-13,9.001948356628418,9.001948356628418,8.634762747182982,8.634762747182982,13330944
1999-01-14,9.647113800048828,9.722147493449496,8.839614596256256,8.980152805765877,20356352
1999-01-15,9.54921054840088,10.1235116414298,9.385090792290214,9.58756102511881,16755200
1999-01-18,9.53039264678955,9.737626878299343,9.408909929533293,9.73560194342002,7147008
1999-01-19,10.292876243591309,10.292876243591309,9.539925732363676,9.539925732363676,14387456
1999-01-20,10.292876243591309,10.292876243591309,10.292876243591309,10.292876243591309,0
1999-01-21,11.116329193115234,11.116329193115233,10.599911498169623,10.604675503337342,8440320
1999-01-22,11.638467788696287,11.905013717674183,11.269257287826882,11.905013717674183,14387968
1999-01-25,11.004853248596191,11.767094166247876,10.778562976168349,11.636084008526492,11099648
1999-01-26,11.004853248596191,11.004853248596191,11.004853248596191,11.004853248596191,0
1999-01-27,11.133485794067385,11.669316852606546,11.076317702698615,11.428854266139346,12838144
1999-01-28,10.724376678466797,11.421708295463,10.59991697910539,11.195417932987716,11460352
1999-01-29,11.231142044067385,11.264490079829194,10.77141555106526,10.77141555106526,14515200
1999-02-01,10.802385330200195,11.228763935295198,10.71901521188553,11.195415887969332,9889280
1999-02-02,10.528572082519531,11.004854056091173,10.528453447602375,10.73330570925256,15393024
1999-02-03,11.073930740356444,11.073930740356444,10.721394334769704,10.73092234573151,9877504
1999-02-04,10.921483993530272,11.266874436073762,10.885753947749912,11.076314191911838,7339520
1999-02-05,11.795202255249023,11.795202255249023,10.885753954645152,10.938158021822874,28004608
1999-02-08,11.123953819274902,12.267315239671468,10.851691346277924,12.148215091713492,20967424
1999-02-09,11.912403106689451,11.969571207981303,11.076319625296131,11.076319625296131,18319616
1999-02-10,11.68134307861328,12.11248563514448,11.576534943323928,12.02911552752795,9707008
1999-02-11,11.73851203918457,11.81473614333512,11.583681827628768,11.781388097769254,3226752
1999-02-12,11.814736366271973,12.052936696237134,11.719456234285907,11.838556399268487,6187904
1999-02-15,11.743276596069336,12.029117000030457,11.71945656240591,12.029117000030457,3529344
1999-02-16,11.785676956176758,11.838557901373706,11.676581656445457,11.719457721279404,2247424
1999-02-17,12.267316818237305,12.38498754694425,11.67181600181802,11.743276099788334,13272320
1999-02-18,12.495986938476562,12.619851086551437,12.267314665107568,12.35783077331613,10742144
1999-02-19,12.453112602233888,12.619852824528524,12.267316354534143,12.619852824528524,2495360
1999-02-22,12.195858001708984,12.619377761611394,12.148217931389809,12.529338493943213,5559552
1999-02-23,12.243494987487791,12.33877510412194,12.0529347542195,12.172034900012184,3792768
1999-02-24,12.31614875793457,12.457877962285622,12.138689502066448,12.243734923056548,5499648
1999-02-25,12.767533302307127,13.090533071453072,12.272076786098197,12.33877285558786,13617792
1999-02-26,12.767533302307127,12.981913525666762,12.629377158364251,12.862813401578077,5950848
1999-03-01,14.892046928405762,14.892046928405762,14.220560397848494,14.649321012859,8554112
1999-03-02,14.892046928405762,14.892046928405762,14.892046928405762,14.892046928405762,0
1999-03-03,16.083526611328125,16.083526611328125,15.845088966105738,16.083289341423022,8929536
1999-03-04,15.0542631149292,16.197624870493442,14.797006719927245,16.05470465104791,17416448
1999-03-05,15.220998764038086,15.435379028320312,14.434937795003256,15.149538675944012,20790912
1999-03-08,14.654088020324709,15.711697753911212,14.530223817292054,15.483025379081695,18941440
1999-03-09,15.268641471862791,15.387741639350022,14.530696136259376,14.530696136259376,20236416
1999-03-10,15.078079223632812,15.840320195443637,14.91157628088295,15.602119891752752,17222656
1999-03-11,15.249584197998049,15.692636784818983,14.958979813093991,15.006619876193016,20278784
1999-03-12,16.273847579956055,16.469647565808454,15.768862848259523,16.46917186297075,29203840
1999-03-15,16.007537841796875,16.388182666109326,15.95942207310065,16.388182666109326,10044544
1999-03-16,14.94230842590332,15.673583523424814,14.935162415178356,15.506843273175614,20958720
1999-03-17,14.67313289642334,15.483013608238917,14.392532351948004,15.483013608238917,25989376
1999-03-18,14.320605278015137,14.668377794746709,14.106224959481978,14.57786166025493,8580352
1999-03-19,13.949012756347656,14.530221621195476,13.578611205184394,14.52545761410656,16324480
1999-03-22,13.739395141601562,13.81085524115913,13.101255522082443,13.101255522082443,8837504
1999-03-23,13.29157829284668,13.982359243550182,13.196298161715164,13.806091000956874,22317824
1999-03-24,12.743718147277832,13.696519504083652,12.38641763847565,13.696519504083652,21507840
1999-03-25,12.981913566589355,13.215349810539037,12.386888646914308,12.386888646914308,19840384
1999-03-26,12.934274673461914,13.386855186897966,12.653198354591105,13.167710938286826,20060160
1999-03-29,12.934274673461914,12.934274673461914,12.934274673461914,12.934274673461914,0
1999-03-30,13.968064308166504,13.968064308166504,13.22583200896912,13.339215573965284,29875712
1999-03-31,13.958537101745604,14.649317948077726,13.93471707256174,14.530217802158395,24011008
1999-04-01,13.548833847045898,13.839438229841187,13.45831772781458,13.815379765533264,16733952
1999-04-02,13.548833847045898,13.5488338470459,13.5488338470459,13.5488338470459,0
1999-04-05,13.09148406982422,13.291572254297517,12.530522552640155,12.530522552640155,17392768
1999-04-06,13.077197074890137,13.196297230399155,12.719896608363085,12.910456857177511,16358016
1999-04-07,13.505480766296388,13.862305529985996,13.267757321180593,13.291577352277864,30448000
1999-04-08,13.46331787109375,13.67269685974688,13.291576389788778,13.577416742257356,17703040
1999-04-09,12.44358253479004,13.60123588699294,12.386414468014587,13.586943870299075,39910656
1999-04-12,12.94142723083496,13.124841531732123,11.676583155816855,12.33878024217285,25665408
1999-04-13,12.767533302307127,13.10101364975545,12.67225320303618,12.768009004951194,21564288
1999-04-14,12.767533302307127,12.767533302307127,12.767533302307127,12.767533302307127,0
1999-04-15,12.672253608703612,12.815173762185234,12.359972840728837,12.696073634283884,9872640
1999-04-16,13.686034202575684,13.686034202575682,12.553153547354489,12.553153547354489,11803904
1999-04-19,12.915223121643066,13.062907340297045,12.634146705495173,12.863056313938712,8974720
1999-04-20,13.101019859313965,13.101019859313965,12.588889082995328,12.86281949823553,8896512
1999-04-21,12.986919403076172,13.148658359379898,12.896166006826586,12.972390113257775,3072256
1999-04-22,12.886157035827637,13.11983172052357,12.643669639476473,12.896161911854866,8255872
1999-04-23,12.910457611083984,13.101017871026182,12.62938122766924,13.077197838533408,7758592
1999-04-26,12.267316818237305,12.586505255838045,12.17203668761022,12.172512390410835,9414272
1999-04-27,12.267316818237305,12.267316818237305,12.267316818237305,12.267316818237305,0
1999-04-28,12.381653785705566,12.481697929414617,11.962421183496222,12.267317621466654,6228352
1999-04-29,12.529336929321287,12.557920967943314,12.415000774833189,12.481696864951246,5271680
1999-04-30,12.62485694885254,12.743719864601925,12.43405938191066,12.43405938191066,2413824
1999-05-03,12.457879066467283,12.719899467482849,12.28637480398437,12.710371452900464,2635648
1999-05-04,13.12484073638916,13.357562969309429,12.515047772956196,12.524575788009836,9123712
1999-05-05,14.00617504119873,14.174820357072168,13.291574273790632,14.174581924198929,16496896
1999-05-06,15.12667465209961,15.126674652099611,14.10146058791973,14.168156685295026,19347072
1999-05-07,15.483017921447754,15.811734301933877,15.149774805253228,15.59735405379075,18561664
1999-05-10,15.340103149414062,15.621179573580346,15.197182933736292,15.43490642724524,8571264
1999-05-11,15.2448148727417,15.37820700287819,15.178594510285984,15.278638607888352,9383296
1999-05-12,15.349858283996582,15.53065316775331,15.12571282442232,15.363913026381727,12447744
1999-05-13,15.268641471862791,15.716458101614776,15.216237398168412,15.578301907329587,11407232
1999-05-14,15.268641471862791,15.468729753241336,15.197181371370457,15.340101572355133,13733760
1999-05-17,14.730307579040527,15.292460326235478,14.487343256100338,15.197180199592266,13644544
1999-05-18,15.101901054382324,15.292461320052764,14.625500390206229,14.673140456623836,19741568
1999-05-19,15.197182655334473,15.43538301043376,15.030918109622569,15.292224364401552,12166656
1999-05-20,15.268750190734863,15.545496287941932,15.149463079869747,15.268750190734863,15785216
1999-05-21,15.173562049865724,15.555043260532583,15.101752122572275,15.45484206161504,11502976
1999-05-24,15.247279167175291,15.316465694455545,15.030176616054506,15.173321155255024,6969984
1999-05-25,15.3164701461792,15.388042436581909,15.07837229449138,15.07837229449138,6000128
1999-05-26,15.402356147766112,15.69818826708504,15.221039687538385,15.497785863675444,17682304
1999-05-27,15.268750190734863,15.550267772376538,15.173320502042772,15.483466990292074,12986240
1999-05-28,15.164019584655762,15.254440172913364,14.815463477289958,15.125610055719536,19985920
1999-05-31,15.531184196472168,15.691744206147767,15.26875251266081,15.26875251266081,8236800
1999-06-01,15.302149772644045,15.502552108300746,15.192405636451085,15.411893908837,6269696
1999-06-02,15.321478843688965,15.435755689146788,15.01347921975282,15.26875369560115,16216064
1999-06-03,15.247279167175291,15.39280944869582,15.20195006309513,15.364180540855717,4792704
1999-06-04,15.26898956298828,15.388039045050414,15.125607371413896,15.321238255397482,12052608
1999-06-07,15.11607265472412,15.268760257297092,15.001556952794392,15.173330505688986,9071616
1999-06-08,15.030181884765623,15.101754179454984,14.562813868513182,15.030181884765623,16247040
1999-06-09,15.291417121887209,15.650471381477509,15.173322863749537,15.531184252045517,15828352
1999-06-10,15.309070587158203,15.531183443581329,15.221036923202591,15.435037323315932,8081792
1999-06-11,15.112727165222168,15.364184233198964,15.073600049840348,15.316469375331886,4944384
1999-06-14,14.979362487792969,15.00632208014417,14.38602895759449,14.414657870942936,5679104
1999-06-15,14.60169792175293,15.030177500626468,14.514857129176418,15.027791758166051,11062784
1999-06-16,14.766075134277344,14.839317892735746,14.484081078414812,14.557800286410536,5465600
1999-06-17,14.916383743286133,15.044498636268411,14.834553206520296,14.934754434354623,3652736
1999-06-18,14.75151538848877,15.025398011071,14.701413658597913,15.025398011071,3204480
1999-06-21,15.873779296875,15.931752383761063,14.813554213207713,14.910893223116334,10575488
1999-06-22,16.47498321533203,16.74791191729793,15.984474337022242,15.984474337022242,15855488
1999-06-23,16.352588653564453,16.74790651402739,16.27075818029442,16.5570471805342,7011968
1999-06-24,16.53033447265625,16.695428342638593,16.15291065548468,16.2946235467593,8440704
1999-06-25,17.467693328857422,17.748973352512618,16.461626233232483,16.461626233232483,26430080
1999-06-28,17.653776168823242,17.988495317316815,17.559061742102354,17.659262909652398,14229632
1999-06-29,17.538068771362305,17.769008153579968,17.425461271985508,17.769008153579968,9319808
1999-06-30,17.372976303100586,17.625864999630203,17.320489969858592,17.606779060269478,5262080
1999-07-01,17.487977981567383,17.6545035927828,17.37346228258717,17.415929219907355,8567168
1999-07-02,17.442642211914062,17.6449527236345,17.396835486850026,17.549523017178934,6398336
1999-07-05,17.642807006835938,18.126873993284327,17.582924628916228,17.582924628916228,5593088
1999-07-06,17.70794105529785,17.82150267076095,17.46364117134808,17.697444017631156,9654656
1999-07-07,17.92288589477539,18.13116069518141,17.74991960827007,17.792862962161045,7298816
1999-07-08,17.76447296142578,17.938393312628655,17.659737960280776,17.938393312628655,4732672
1999-07-09,18.34540367126465,19.185661385103213,17.87875225843807,17.87875225843807,22137728
1999-07-12,19.811208724975582,19.81311685329968,18.60879432259268,18.842597123056017,28203008
1999-07-13,20.49758529663086,20.922962739031448,19.920950840468937,20.09272430879394,13993088
1999-07-14,22.111780166625977,22.137545723645584,20.517626315606403,20.75596296014857,22441984
1999-07-15,22.94416236877441,23.80493776423795,22.683638831667107,23.404133039404115,22147584
1999-07-16,24.3231201171875,24.764004823807923,23.14170007619816,23.14170007619816,16752896
1999-07-19,26.2691707611084,26.2691707611084,24.668575323878937,24.668575323878937,6877568
1999-07-20,24.17162704467773,26.269172255158185,24.16780845889367,26.269172255158185,18154240
1999-07-21,22.86328887939453,23.64271153073752,22.330552969495784,22.43075416871788,23183872
1999-07-22,22.06955337524414,22.66384335743954,21.590974258959825,22.50853008945945,20959360
1999-07-23,21.62698745727539,22.664547517121164,21.28081724765482,22.06834969839828,21220736
1999-07-26,21.75225067138672,22.163553719709224,21.04225444648389,21.662547661459605,12089728
1999-07-27,21.267229080200195,21.901121482763717,21.13768369687217,21.49554515900883,18631040
1999-07-28,22.68840789794922,22.84300352365452,21.996542672880317,22.402118839300016,18416512
1999-07-29,23.307992935180664,24.47772221605049,22.89358892643475,22.89358892643475,15396992
1999-07-30,23.112594604492188,23.25836253224126,22.498265940539294,23.022414008331594,10296832
1999-08-02,24.39541244506836,24.91669723498058,22.807700647875752,23.189419487170746,28495232
1999-08-03,23.91587829589844,24.42523437512177,23.7858553154878,24.329804664728645,12061696
1999-08-04,24.50945472717285,24.949624339968548,24.096005903721,24.096005903721,16642688
1999-08-05,24.18641662597656,24.7878636865658,24.057826507731424,24.573624483709786,7390848
1999-08-06,24.66715240478516,24.99638261294412,24.24869214558785,24.525438336938517,16282624
1999-08-09,24.1976261138916,24.66857252122733,24.09599443562824,24.344111606054515,6105216
1999-08-10,24.022523880004883,24.25823482242414,23.385052884480864,24.01488903643995,15756160
1999-08-11,25.199411392211918,25.57516592894785,23.38028228579188,23.38028228579188,19464704
1999-08-12,25.957351684570312,26.219305701408945,25.38429596569528,25.572291977370703,18495232
1999-08-13,26.02153587341309,26.45311770293235,25.909168312936984,26.19497985101299,10773632
1999-08-16,26.399433135986328,26.82051667929676,26.29088185428307,26.562856494154964,5970304
1999-08-17,26.607948303222656,26.901634626851777,26.39180094700221,26.52945876645901,10378240
1999-08-18,26.604610443115234,27.078180381953807,26.46289639094763,26.958893243707315,6395392
1999-08-19,26.171358108520508,27.076747486061333,26.05278855719421,26.624889205153178,4527360
1999-08-20,25.957124710083008,26.076174232517424,25.770799090544667,25.93302963471769,2692096
1999-08-23,26.41661834716797,26.94935432063215,26.11911571372882,26.11911571372882,4193664
1999-08-24,26.26034927368164,26.7203200311089,26.15251323044784,26.624890316712083,4795264
1999-08-25,26.787351608276367,27.38760575589087,26.243164733327653,27.14497530325473,8925056
1999-08-26,26.662580490112305,27.05431987346949,26.481741675089182,26.482219289553168,4655232
1999-08-27,26.68524742126465,26.954121090174137,26.60103116971514,26.739404246651773,3212928
1999-08-30,26.59984397888184,26.90641198204667,26.482227304333485,26.858697117740856,2241920
1999-08-31,26.48461151123047,26.61534976587906,26.291366322001693,26.49129112588034,4726656
1999-09-01,26.136518478393555,26.911169360251847,26.00458741371854,26.911169360251847,3288192
1999-09-02,26.058269500732425,26.33859421268812,25.795597883378527,26.33859421268812,2763904
1999-09-03,26.527070999145508,26.601029017040418,26.004593388855657,26.195452789874786,3062144
1999-09-06,27.903165817260746,28.03247352279504,26.610571036021778,26.76803003623492,12411008
1999-09-07,27.46800804138184,28.333079724570027,27.20223770794438,28.199478136107928,4962432
1999-09-08,28.57332801818848,29.148529710756957,28.27105392084992,28.29538896487379,5560832
1999-09-09,28.355262756347656,28.55733559700521,28.15724614360317,28.295141583862343,2109056
1999-09-10,28.572599411010746,28.81499219882204,28.151755915391625,28.342615277529877,6237952
1999-09-13,28.572599411010746,28.572599411010746,28.572599411010746,28.572599411010746,0
1999-09-14,27.98284721374512,28.748192827366505,27.913183077194034,28.748192827366505,5766912
1999-09-15,28.85340118408203,29.22390644806915,28.24241359417864,28.36170069332621,8206720
1999-09-16,29.150190353393555,29.42097208643036,28.628905695520945,28.62914333780455,9296000
1999-09-17,31.23223304748535,31.477486913390297,29.129916265915988,29.129916265915988,16051968
1999-09-20,33.50297927856445,33.68668143653992,31.97037748580998,31.97037748580998,15663488
1999-09-21,36.18336868286133,36.18336868286133,33.69623177903494,33.69623177903494,7432320
1999-09-22,36.78172302246094,37.694747531483344,35.78615271976267,36.47801833901141,22486272
1999-09-23,37.20708847045898,37.980786703372985,36.76429555072109,36.97901239689662,16110976
1999-09-24,36.377567291259766,37.02457885197805,36.0247150116323,37.02457885197805,9369472
1999-09-27,33.467437744140625,36.645009521207925,33.467437744140625,36.27283364325815,18954368
1999-09-28,33.296852111816406,34.30697639604793,32.5940133186931,33.46743269681762,15646976
1999-09-29,34.82659149169922,35.960774411098804,34.626666735641216,35.30898909242731,13825280
1999-09-30,34.03596878051758,35.35671532524348,33.878269752189375,34.93682450896529,9083008
1999-10-01,34.8017692565918,35.66683826135491,34.545539667185224,34.545539667185224,18394240
1999-10-04,34.43365859985352,35.00838489093825,33.97297266232525,35.00838489093825,8724224
