Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
1999-01-01,6.15211820602417,6.164703916423141,6.0212215732685515,6.041359516769416,92105588
1999-01-04,6.217565059661865,6.305667706033233,6.159668650683364,6.192392971039375,126563432
1999-01-05,6.1923933029174805,6.2427374828606315,6.157150897709527,6.230151101682174,86519930
1999-01-06,6.242737293243408,6.325805792773286,6.2276341741962735,6.305667852453561,99531425
1999-01-07,6.544805526733398,6.632908853909444,6.257841537381041,6.265393097450904,237430025
1999-01-08,7.068389415740967,7.068389415740967,6.615287150822303,6.695838903655932,249879243
1999-01-11,7.305010795593262,7.6347687965066005,7.305010795593262,7.350321506939525,233185289
1999-01-12,7.128803253173828,7.292423512784264,7.005458873907866,7.18669966307268,138880309
1999-01-13,6.977768898010254,7.289904932219601,6.90980285027889,7.22445763970481,175433913
1999-01-14,6.854423999786377,6.9979056260067205,6.733596376296294,6.7663206924211625,119214620
1999-01-15,6.799046516418457,6.9576326550068766,6.721012825039485,6.9475636831538745,108959192
1999-01-18,6.821700572967529,6.892182690139877,6.494460058599243,6.892182690139877,201381280
1999-01-19,6.547321319580078,6.721010520191746,6.5196318245762885,6.721010520191746,139560923
1999-01-20,6.547321319580078,6.547321319580078,6.547321319580078,6.547321319580078,0
1999-01-21,6.708423614501953,6.708423614501954,6.38118384817573,6.56997547797593,120108101
1999-01-22,6.801562786102295,6.985320987293889,6.726045846070058,6.746183786396697,124151173
1999-01-25,6.705907821655273,6.7864595819517595,6.5498397946588005,6.6958395240035244,114612071
1999-01-26,6.705907821655273,6.705907821655273,6.705907821655273,6.705907821655273,0
1999-01-27,6.85945987701416,6.972735298301266,6.771357219825557,6.834287112915656,96001614
1999-01-28,6.673184871673584,6.897218301769021,6.670667460804544,6.821701354780862,66867545
1999-01-29,6.678218841552734,6.771356989735756,6.620322427433029,6.771356989735756,50308033
1999-02-01,6.469287872314453,6.683252975953442,6.469287872314454,6.620321746701836,46323079
1999-02-02,6.313220024108887,6.484392533423493,6.272944139564273,6.444116648878879,78162799
1999-02-03,6.507047176361084,6.507047176361084,6.358530693447977,6.418943847528291,66360585
1999-02-04,6.3232879638671875,6.544803924405952,6.293081058597755,6.517114429338606,65990168
1999-02-05,6.167219161987305,6.35852888568631,6.157149521387158,6.323287833126553,57560915
1999-02-08,5.965841293334961,6.192392773242087,5.958289061842674,6.1420479252199165,48882384
1999-02-09,6.056460857391357,6.056460857391357,5.87018594335783,5.945702873088744,75249182
1999-02-10,6.1923933029174805,6.2074964224233575,5.996048715029036,6.066530835903583,73022482
1999-02-11,6.14708137512207,6.267908324256214,6.134495668836043,6.217564154341691,62590598
1999-02-12,6.14708137512207,6.237701418876377,6.137012406662125,6.167219312041962,45684478
1999-02-15,5.998565196990967,6.16722027698713,5.993531048165936,6.147082336916384,41364118
1999-02-16,6.031289577484131,6.069048047394711,5.9457036675277966,5.963324197168024,66955772
1999-02-17,6.134497165679932,6.262875704387652,6.036324867337296,6.081634900270293,94623580
1999-02-18,6.625357627868652,6.625357627868652,6.147083167526061,6.192393875000392,155099514
1999-02-19,7.118735313415527,7.156493788607103,6.75121886065781,6.766322654165688,228103090
1999-02-22,6.59514856338501,7.194250546225521,6.595148563385011,7.194250546225521,180761890
1999-02-23,6.93749475479126,6.945046315631992,6.5448061948333365,6.572496371891752,161297864
1999-02-24,7.09356164932251,7.179147552289379,6.887148786986315,6.9979061046574955,236486828
1999-02-25,7.033147811889648,7.237043955054602,6.960148954290331,7.053286424764252,196071509
1999-02-26,7.043217658996582,7.14390669198083,6.960149156355676,7.070907159876884,120762807
1999-03-01,7.299975395202637,7.375492337996728,7.133838390009775,7.299975395202637,176989803
1999-03-02,7.299975395202637,7.299975395202637,7.299975395202637,7.299975395202637,0
1999-03-03,7.576871395111084,7.816008614818108,7.4258375031667265,7.546664482245138,232731546
1999-03-04,7.6322503089904785,7.803422140822913,7.529043189821642,7.7782500499247424,131536398
1999-03-05,7.687627792358398,7.926764941040578,7.627213312184515,7.732937139622172,175151024
1999-03-08,7.692661762237549,7.899075282591055,7.554214284303992,7.80342041696961,132261126
1999-03-09,7.551700115203857,7.727906132962809,7.501355922921588,7.68511350228433,133489312
1999-03-10,7.249630451202393,7.639800832944971,7.161526464043662,7.639800832944971,111106068
1999-03-11,7.02811336517334,7.299974179479853,7.02811336517334,7.254663483441074,69427550
1999-03-12,6.927424430847168,7.083492456509066,6.859459051774525,7.030630868555513,95054916
1999-03-15,7.010493278503418,7.1841818254921845,6.897217203670362,6.977768959572042,81838256
1999-03-16,6.721011638641357,7.0356657768301645,6.721011638641357,6.967699724530748,88734027
1999-03-17,6.645493507385254,6.990354528842195,6.625356241193514,6.821700133741385,80436415
1999-03-18,6.705907821655273,6.708425232260867,6.580046704769982,6.64549400143291,59986479
1999-03-19,6.670668125152588,6.997908037230101,6.63794447013756,6.721012985620455,108058709
1999-03-22,6.464254856109619,6.645494999218323,6.37866826175158,6.600184963441147,52939461
1999-03-23,6.4415974617004395,6.494459041299399,6.368597945382295,6.464252808605822,81858563
1999-03-24,6.426496505737305,6.836805591456849,6.197427566647193,6.522151401116964,114405506
1999-03-25,6.270425796508789,6.459218116519227,6.247770449153451,6.393770157074623,47087719
1999-03-26,6.139530658721924,6.3031509322619055,6.0791175054473525,6.2200824262685135,58422187
1999-03-29,6.139530658721924,6.139530658721923,6.139530658721923,6.139530658721923,0
1999-03-30,6.220083236694336,6.220083236694336,5.9104638527133515,6.033807586165343,103332921
1999-03-31,6.564943313598633,6.668149758479068,6.449151159693865,6.494460519043887,65478279
1999-04-01,6.610251426696777,6.75121630250561,6.519631389528654,6.59011416362565,66402262
1999-04-02,6.610251426696777,6.6102514266967765,6.6102514266967765,6.6102514266967765,0
1999-04-05,6.084152698516846,6.421461564745673,6.081635287530998,6.343427203267675,64547616
1999-04-06,6.345944404602051,6.489426740273982,5.928083779714272,5.99101434558355,82499964
1999-04-07,6.315737247467041,6.429011980651629,6.220081698504698,6.305667605316517,56447173
1999-04-08,6.257841110229492,6.436563818429894,6.220081967686829,6.328323229251023,59092634
1999-04-09,6.071565628051758,6.2779785130252295,6.016185954564792,6.247771601773794,46079668
1999-04-12,6.071565628051758,6.137013599570533,5.943187095714828,6.041358716800323,34040093
1999-04-13,6.066531658172607,6.164703965423287,6.006118499575246,6.006118499575246,53060123
1999-04-14,6.066531658172607,6.066531658172607,6.066531658172607,6.066531658172607,0
1999-04-15,5.905428409576416,5.973393797057883,5.842497843885999,5.842497843885999,38340552
1999-04-16,6.378667831420898,6.378667831420898,5.94066927955805,5.94066927955805,37784143
1999-04-19,6.502011299133301,6.635423953783452,6.119391844634144,6.189873951061756,107966896
1999-04-20,6.680736541748047,6.695840334825263,6.456703107968782,6.554875409621809,85774769
1999-04-21,6.562425136566162,6.728562796710307,6.512080289191379,6.678217949335525,55643110
1999-04-22,6.34342622756958,6.680735714301413,6.242737199862414,6.5548745977637815,110777552
1999-04-23,6.3685994148254395,6.444116358753998,6.217565526968323,6.406357886789719,81511561
1999-04-26,5.998565196990967,6.192393038268216,5.998565196990967,6.142048188091353,92581990
1999-04-27,5.998565196990967,5.998565196990967,5.998565196990967,5.998565196990967,0
1999-04-28,6.242737293243408,6.255323001654247,6.021220622111747,6.021220622111747,55481527
1999-04-29,6.74366569519043,6.74366569519043,6.255322372516216,6.255322372516216,151664428
1999-04-30,6.82925271987915,6.94504486413616,6.713459903236844,6.8166656671328605,117325887
1999-05-03,6.7688374519348145,6.9400099190931686,6.75876915566366,6.869527810883771,69425240
1999-05-04,7.31256103515625,7.31256103515625,6.783942440579913,6.79401141101658,104142236
1999-05-05,7.410732746124268,7.64483511369537,7.199285055965365,7.199285055965365,160732044
1999-05-06,7.571837902069092,7.594492584392979,7.299976335099004,7.440941268305323,129847312
1999-05-07,8.003473281860352,8.26131101279178,7.948222791299587,8.082402955673734,133303166
1999-05-10,8.116602897644043,8.20079489086706,8.000839609733623,8.1508060705837,89925115
1999-05-11,8.766461372375488,8.766461372375488,8.116607076855436,8.156071918306221,200446331
1999-05-12,8.366549491882324,8.916426678835716,8.069247657081826,8.892747497993701,239199608
1999-05-13,8.919055938720703,8.963783118053756,8.537562840292983,8.62964696932337,200207976
1999-05-14,9.634684562683105,9.634684562683105,8.82696989211312,8.958519533329538,304092056
1999-05-17,9.41631031036377,9.682040024924932,8.908530051980724,9.476823122012025,274513038
1999-05-18,9.70572280883789,10.042490160986112,9.421576168042261,9.576804314892524,248775430
1999-05-19,9.655734062194824,9.916202228522403,9.471565084680938,9.576804400007244,223301315
1999-05-20,9.240036010742188,9.782020245137435,9.240036010742188,9.634684950267388,189930100
1999-05-21,8.792770385742188,9.450518110823499,8.682268706084637,9.418946101953987,168277829
1999-05-24,8.79013729095459,8.997985425520508,8.508621151770416,8.642801984489408,148619296
1999-05-25,8.945367813110352,9.169001639483092,8.740150112903395,8.840128489424025,186176190
1999-05-26,8.6270170211792,9.116381333859048,8.448108995731,8.99798614132548,208450172
1999-05-27,8.113975524902344,8.787508916926972,8.113975524902344,8.537564720018263,138774268
1999-05-28,8.156070709228516,8.253417210006669,7.687754332143592,8.23500038042934,187063271
1999-05-31,8.808555603027344,8.808555603027344,8.427062447348318,8.456003278354114,141729030
1999-06-01,8.737520217895508,9.232146266685525,8.708579384396097,8.845390022307528,189259247
1999-06-02,9.163737297058105,9.176892472192943,8.6875282498778,8.866435539518067,185597626
1999-06-03,9.36632251739502,9.516288261266633,9.224248190905193,9.31107135138391,196463436
1999-06-04,9.682044982910156,9.758344181712966,9.50313833426434,9.629425669743767,173599910
1999-06-07,9.513660430908203,9.671519744315255,9.374217943695793,9.629423740001013,127590586
1999-06-08,10.260859489440918,10.260859489440918,9.326858220187988,9.47156303811239,157396699
1999-06-09,9.889892578125,10.103002384981977,9.795176561810806,9.997763069626501,174542687
