Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
1999-01-01,7.0674028396606445,7.110159680349071,7.045964811082674,7.09836946248368,2982656
1999-01-04,7.103132247924805,7.181738345635221,7.084076224237432,7.109087836870801,4163840
1999-01-05,7.236526966094971,7.238908969896036,7.017382616396887,7.093606738031003,6856960
1999-01-06,7.231761455535889,7.348241175216061,7.193649405704343,7.241289467993775,8738048
1999-01-07,7.4580488204956055,7.571908649808937,7.217466581720149,7.217466581720149,9680384
1999-01-08,7.777237892150879,7.777237892150879,7.472341582749558,7.472341582749558,6855424
1999-01-11,7.7176899909973145,7.920160253106811,7.677195357031692,7.848699579053855,7362304
1999-01-12,8.33510684967041,8.33510684967041,7.646230945889043,7.681961581299397,6443008
1999-01-13,9.001947402954102,9.001947402954102,8.63476183240863,8.63476183240863,13330944
1999-01-14,9.647111892700195,9.722145571265813,8.839612848559778,8.98015103028333,20356352
1999-01-15,9.549210548400879,10.123511641429799,9.385090792290214,9.58756102511881,16755200
1999-01-18,9.5303955078125,9.737629801533991,9.408912754087142,9.735604866046781,7147008
1999-01-19,10.29287338256836,10.29287338256836,9.539923080631953,9.539923080631953,14387456
1999-01-20,10.29287338256836,10.29287338256836,10.29287338256836,10.29287338256836,0
1999-01-21,11.11633014678955,11.11633014678955,10.59991240754026,10.604676413116684,8440320
1999-01-22,11.638463973999023,11.905009815612152,11.269253594144368,11.905009815612152,14387968
1999-01-25,11.004850387573242,11.767091107058834,10.778560173975956,11.636080983397248,11099648
1999-01-26,11.004850387573242,11.004850387573242,11.004850387573242,11.004850387573242,0
1999-01-27,11.133482933044434,11.669313853888628,11.076314856366412,11.428851329214204,12838144
1999-01-28,10.724370002746582,11.421701185667136,10.599910380858969,11.195410964053293,11460352
1999-01-29,11.231143951416016,11.264491992841217,10.771417380340026,10.771417380340026,14515200
1999-02-01,10.802384376525879,11.22876294397861,10.719014265571435,11.195414899596832,9889280
